,MOLECULES,OUTCOME
1469,[Mg++].CC[C@@H]1[C@@H](C)\C2=C\C3=C(C(C)=O)C(C)=C([N-]3)\C=C3/N=C([C@@H](CCC(=O)OC\C=C(/C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)[C@@H]3C)C3=C4[N-]\C(=C/C1=N2)C(C)=C4C(=O)[C@@H]3C(=O)OC,0
1470,NC(=O)C1=CN=CC(Br)=C1,0
1471,OC(=O)CCCCCC(O)=O,0
1472,C[C@@](CO)(OP(O)(O)=O)[C@H](O)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(N)=NC1=O,0
1473,[H][C@@]1(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C[C@@]([H])(O)[C@@]([H])(O1)N1C=NC2=C(N)N=CN=C12,0
1474,CC(C)S[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,0
1475,NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=S)[C@@H](O)[C@H]2O)C(=O)N1,0
1476,[H][C@]1(C\C=C(C)/CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)O1)C(\C)=C\C1=CSC(C)=N1,0
1477,CN1[C@H]2CC[C@@H]1CC(=O)C2,0
1478,O=C1NC2=C(NN=N2)C(=O)N1,0
1479,O=C(C1=CC=CC=C1)C1=CC=CC=C1,0
1480,OC(=O)\C=C\C1=CC(O)=C(O)C=C1,0
1481,[H][C@]1(O)C(=O)O[C@]([H])(CO)[C@]([H])(O)[C@]1([H])O,0
1482,[H][C@@]12CC=C[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@]([H])(O)CC[C@]12C,0
1483,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@H](O)[C@]12C)[C@H](C)CCC(=O)N(CCCNC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)CCCNC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,0
1484,CC(C)C(=O)[C@@]12C(O)=C(CC=C(C)C)C(=O)[C@@](CC=C(C)C)(C[C@H](CC=C(C)C)[C@@]1(C)CCC=C(C)C)C2=O,0
1485,OS(=O)(=O)OC[C@H]1O[C@@](COS(O)(=O)=O)(O[C@H]2O[C@H](COS(O)(=O)=O)[C@@H](OS(O)(=O)=O)[C@H](OS(O)(=O)=O)[C@H]2OS(O)(=O)=O)[C@@H](OS(O)(=O)=O)[C@@H]1OS(O)(=O)=O,0
1486,O[C@H]1C[C@@H](O[C@@H]1COP(O)(O)=O)N1C=C(Br)C(=O)NC1=O,0
1487,[H][C@]1(CO)O[C@]2([H])O[C@]3([H])[C@@]([H])(CO)O[C@]([H])(O[C@]4([H])[C@@]([H])(CO)O[C@]([H])(O[C@]5([H])[C@@]([H])(CO)O[C@]([H])(O[C@]6([H])[C@@]([H])(CO)O[C@]([H])(O[C@]7([H])[C@@]([H])(CO)O[C@]([H])(O[C@@]1([H])[C@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@@]7([H])O)[C@]([H])(O)[C@@]6([H])O)[C@]([H])(O)[C@@]5([H])O)[C@]([H])(O)[C@@]4([H])O)[C@]([H])(O)[C@@]3([H])O,0
1488,[H][C@](N)(CC[C@]([H])(N)C(O)=O)C[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O,0
1489,CCC1=C(C)C2=CC3=C(CC)C(C)=C(C=C4N=C(C=C5N\C(=C/C1=N2)C(C)=C5CCC(O)=O)C(CCC(O)=O)=C4C)N3C,0
1490,[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C=O,0
1491,NCCCCN,0
1492,CCCCC=O,1
1493,[H][C@](O)(COP(O)(O)=O)[C@@]([H])(O)C(=O)CO,0
1494,ONC(=O)C1=CC=CC=C1,0
1495,CC1=C(C)C(=O)C(C)=C(C)C1=O,0
1496,CC(C)(CO)[C@@H](O)C([O-])=O,0
1497,OC(=O)C1=CC(O)=C2C(Cl)=CC(Cl)=CC2=N1,0
1498,CC1=CNC=C1,0
1499,[H][C@]12C[C@@H](NC)[C@@H](OC)[C@](C)(O1)N1C3=C(C=CC=C3)C3=C4[C@@H](O)NC(=O)C4=C4C5=C(C=CC=C5)N2C4=C13,0
1500,OC[C@H]1O[C@H](O)[C@@H](O)[C@@H]1O,0
1501,NC1=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2OP(O)(O)=O)C(=O)N1,0
1502,CC1=C(C=C2C(=C1)C(C)(C)CCC2(C)C)C1(CC1)C1=CC=C(C=N1)C(O)=O,0
1503,[H]C(O)=O,1
1504,CN1C=C(C2=C1C=CC=C2)C1=C(C(=O)NC1=O)C1=CN(CCCN)C2=C1C=CC=C2,0
1505,COC1=CC=C(CNC(=O)NC2=NC=C(S2)[N+]([O-])=O)C=C1,0
1506,N1C=NC2=C1N=CN1C=CN=C21,0
1507,COC1=C(OC2CCCC2)C=C(C=C1)C1CNC(=O)C1,0
1508,OCCCCO,0
1509,NCCS(O)(=O)=O,1
1510,OC1=CC=CC(Cl)=C1,0
1511,CN1CN([C@@H]2O[C@H](COP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]2O)C2=C1C(=O)NC(N)=N2,0
1512,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](OP(O)(O)=O)[C@H]1O,0
1513,N[C@@H](CC1=CC=C(OP(O)(O)=O)C=C1)C(O)=O,0
1514,OB(O)CCC1=CC=CC=C1,0
1515,OC(=O)\C=C\C1=CNC=N1,0
1516,NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]2O)C(=O)N1,0
1517,NC1=CC=CC2=C1C=C1C=CC=CC1=C2,0
1518,[H][C@@]1(N)NC2=C([N+](C)=CN2C)[C@]([H])(O)N1,0
1519,CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,0
1520,[H][C@@]12CO[C@@]([H])([C@H]1O)[C@@H](OS(O)(=O)=O)[C@@H](O)O2,0
1521,[H][C@]1(O)O[C@]([H])(C(O)=O)[C@@]([H])(O)[C@]([H])(O)[C@]1([H])O,0
1522,CC(=O)N[C@@H](CCCNC(N)=N)C(O)=O,0
1523,CC1=C(CCO[P@](O)(=O)O[P@](O)([O-])=O)SC=[N+]1CC1=CN=C(C)N=C1N,0
1524,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)OS(O)(=O)=O)[C@H](C)CCCC(C)C,0
1525,CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)[C@@H](O)C(=O)NCCC(=O)NCCS,0
1526,CC1=CN([C@@H]2O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]2O)C(=O)N=C1N,0
1527,CC1=CC=CN=C1,0
1528,O[C@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@H]1O,0
1529,CC(C)(C)NC(=O)[C@@H]1CN(CC2=CC3=C(O2)C=CC=C3)CCN1C[C@@H](O)C[C@@H](CC1=CC=CC=C1)C(=O)NC1[C@H](O)CC2=C1C=CC=C2,0
1530,[H][C@]1(C[C@@]2([H])O[C@](C)(N3C4=CC=CC=C4C4=C5CNC(=O)C5=C5C6=CC=CC=C6N2C5=C34)[C@]1([H])OC)NC,0
1531,N[C@@H](CCCNC(=O)CP(O)(O)=O)C(O)=O,0
1532,NC1=NC2=C(N=C(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)CN2)C(=O)N1,0
1533,CN(CCCCCCOC1=CC=C(C(=O)C2=CC=C(Br)C=C2)C(F)=C1)CC=C,0
1534,OC(=O)CN1C(=O)C2=CC=CC3=CC=CC(C1=O)=C23,0
1535,NC(=O)[C@@H]1C[C@]2(NC(=O)NC2=O)C2=C(O1)C=CC(F)=C2,0
1536,CC1=NC=C(CO)C(N)=N1,0
1537,NC1=NC2=C(NC(=O)N2[C@H]2C[C@H](O)[C@@H](COP(O)(O)=O)O2)C(=O)N1,0
1538,OC(=O)CCC1=CC=CC=C1,0
1539,CC(C)[C@@H](NC(=O)[C@H](CS)NC(=O)CCC[C@H](N)C(O)=O)C(O)=O,0
1540,NCCNC[C@@H](N)CCCNC(=N)N[N+]([O-])=O,0
1541,NC1=NC2=C(N[C@@H](CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)CN2)C(=O)N1,0
1542,C[C@@H](CS)C(=O)N1CCC[C@H]1C(O)=O,0
1543,[H][C@@]1(O)CN2CCC[C@@]([H])(O)[C@]2([H])[C@]1([H])O,0
1544,CCCCCCCCCCCCCCCCS(F)(=O)=O,1
1545,NC1=NC(O)=C(N)C(O)=N1,0
1546,CCCCCN,1
1547,C[C@H](C(O)=O)C1=CC=C(C=C1)C1=CC=CC=C1,0
1548,NC1=CC=CC(=C1)C(O)=O,0
1549,CCCCNS(=O)(=O)C1=CC=CC=C1,0
1550,[H][C@](O)(CCCCC)\C=C\[C@@]1([H])C(=O)C[C@]([H])(O)[C@]1([H])C\C=C/CCCC(O)=O,0
1551,CC1=C(C[C@H](N)C(O)=O)C(O)=NO1,0
1553,N[C@@H](CC(=O)C1=CC=CC=C1N)C(O)=O,0
1554,CC1=C(C=C)\C(NC1=O)=C\C1=C(C)C(CCC(O)=O)=C(N1)\C=C1/N=C(/C=C2\NC(=O)C(C=C)=C2C)C(C)=C1CCC(O)=O,0
1555,C\C=C\C(O)=O,1
1556,O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O,0
1557,COCCOCCOCCOC,0
1558,NOCC(O)=O,0
1559,NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(O)(=O)OP(O)(=O)NP(O)(O)=O)[C@@H](O)[C@H]2O)C(=O)N1,0
1560,CN(C)CC(O)=O,1
1561,NC1(CC1)C(O)=O,0
1562,CCCCC\C=C/C\C=C/CCCCCCCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@]3([H])[C@]4([H])CC[C@]([H])([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@]23[H])C1,0
1563,O=C1NC2=CC=CC=C2C1=O,0
1564,[H][C@](CO)(CCC1=CC=CC=C1)N1C=NC(=C1)C(N)=O,0
1565,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,0
1566,CO[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,0
1567,NC1=CC(CN2[C@H](CC3=CC=CC=C3)[C@H](O)[C@@H](O)[C@@H](CC3=CC=CC=C3)N(CC3=CC(N)=CC=C3)C2=O)=CC=C1,0
1568,[H][C@@]1(CO)CC[C@@]([H])(O1)N1C=NC2=C1N=C(Cl)N=C2N,0
1569,OC1=CC(=CC(=C1O)[N+]([O-])=O)[N+]([O-])=O,0
1570,ON(CC(O)=O)C=O,0
1571,CC1=C2NC=NC2=NC=N1,0
1572,CC(C)C1=CC=C(N)C=C1,1
1573,[H][C@]1(CO)O[C@@]([H])(OC2=CC=C3C(=O)C(=COC3=C2)C2=CC=C(O)C=C2)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O,0
1574,CN1C=NC2=C1N=C(NCCO)N=C2NCC1=CC=CC=C1,0
1575,[H][C@@]1(CN(CC2=CC=CC=C2)C(=O)CO1)C1=CC2=C(C=C1)N(C)S(=O)(=O)C2,0
1576,NC1=NC2=C(N=C(CO)CN2)C(=O)N1,0
1577,[H][C@]1(N)C=C(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])O,0
1578,CCCC(N)=O,0
1579,C[C@H](CCC(=O)NCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,0
1580,O=C1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,0
1581,CC(C)OP(C)(=O)OC(C)C,1
1582,OC(=O)[C@@H]1CC(=O)NC(=O)N1,0
1583,COC1=CC(=CC=C1O)C([O-])=O,0
1584,OC(=O)CN1C(=O)N(CC2=C(F)C=C(Br)C=C2)C(=O)C2=C1C=C(Cl)C=C2,0
1585,[Mg++].CCC1=C(C)C2=N\C\1=C/C1=C(C)C3=C([N-]1)\C([C@@H](C(=O)OC)C3=O)=C1/N=C(/C=C3\[N-]/C(=C\2)C(C=C)=C3C)[C@@H](C)[C@@H]1CCC(=O)OC\C=C(/C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C,0
1586,O=C1NC2=C(NC=N2)C(=O)N1,0
1587,O=[Mo++]=O.NC1=NC2=C(N[C@@H]3[C@H](N2)O[C@H](COP([O-])([O-])=O)C([S-])=C3[S-])C(=O)N1,0
1588,CCOP(=O)(CC1=CC=C(C)C=C1)OCC,1
1589,CC1=NC=C(COP(O)(O)=O)C(CN)=C1O,0
1590,CC(C)\N=C(/N)NO,1
1591,CCCCO,0
1592,CCNC1=NC(SC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O)=NC(NC(C)C)=N1,0
1593,[H][C@]12C[C@](O)(C(=O)OC)[C@](C)(O1)N1C3=C(C=CC=C3)C3=C4CNC(=O)C4=C4C5=CC=CC=C5N2C4=C13,0
1594,N[C@@H](C[S@@](O)=O)C(O)=O,0
1595,OC(=O)C(=O)CS(O)(=O)=O,1
1596,C[C@@H](O)CO,1
1597,CC1=CC=C(C)C(N)=C1,0
1598,CC[N+](C)(CC)CCC[N+]1=C(C2=CC=CC=C2)C2=C(C=CC(N)=C2)C2=C1C=C(N)C=C2,0
1599,BrC1=NC=NC2=C1NC=N2,0
1600,[H]\C(=C(\[H])[C@@]1([H])CC[C@@]2(CC[C@@]3([H])O[C@@]([H])(C(=C)[C@@]([H])(O)[C@]3([H])O2)[C@@]([H])(O)C[C@]([H])(C)[C@@]2([H])O[C@@]3(CCCCO3)CC[C@@]2([H])C)O1)[C@@]([H])(C)[C@]1([H])CC(C)=C[C@@]2(O[C@]([H])(C[C@@](C)(O)C(O)=O)CC[C@@]2([H])O)O1,0
1601,OC(=O)CC(O)=O,0
1602,O=CCC1=CC=CC=C1,0
1603,CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,0
1604,NC1=NC2=C(N=CN2[C@H]2C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O2)C(=O)N1,0
1605,CC(=O)N[C@H]1[C@H](O)O[C@H](COS(O)(=O)=O)[C@H](O)[C@@H]1O,0
1606,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC=C21)C=C(O)C=C3,0
1607,NC1=C2N=CN([C@H]3CC[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O3)C2=NC=N1,0
1608,OCCC1=CC=CC=C1,0
1609,OC(=O)CBr,1
1610,C[C@H](O)CCO,0
1611,CC(C)(O)C#N,1
1612,CC(C)(O)[C@@H]1CC2=C(O1)C=C1OC(=O)C(=CC1=C2)C(C)(C)C=C,0
1613,O=N(=O)C1=CC=CC2=CNN=C12,0
1614,CC1=NC=C(COP(O)(O)=O)C(CO)=C1O,0
1615,OCCCCCCO,0
1616,CN(CC#C)[C@@H]1CCC2=C1C=CC=C2,0
1617,CSC[C@H](N)C(O)=O,0
1618,OS(=O)(=O)CCCNC1CCCCC1,0
1619,CN[C@H]1CN(C2=CC(OC)=CC=C2)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O,0
1620,O[C@@H]1[C@H](OC2=CC(O)=CC(O)=C2C1=O)C1=CC=C(O)C(O)=C1,0
1621,OC1=CC=CC=C1O,0
1622,C[S@@](=O)CC[C@H](N)C(O)=O,0
1623,OC[C@@H](O)[C@@H](O[C@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)C=O,0
1624,CSCCC(=O)C(O)=O,0
1625,CC(=O)CCC(O)=O,0
1626,COC1=CC2=C(NC(C)CCCN(CCCl)CCCl)C3=CC=C(Cl)C=C3N=C2C=C1,0
1627,OC(=O)CCC1CCCCC1,0
1628,NC1=NC2=C(CC=N2)C(=O)N1,0
1629,CCOCCO,0
1630,OC(=O)CCC(=O)C1=C(C=CC=C1)C(O)=O,0
1631,IC1=CC=CC=C1,0
1632,CNC(=O)[C@H](CC1=CNC2=CC=CC=C12)NC(=O)[C@H](CC(C)C)CC(=O)NO,0
1633,OC[C@H]1O[C@H](C[C@@H]1O)N1C=CC(=O)NC1=O,0
1634,CCCCCCCCCCCCCCCCOC[C@H](CO[P@@]([O-])(=O)OCC[N+](C)(C)C)OC(C)=O,1
1635,OC(=O)C1=CC(=O)NC(=O)N1,0
1636,[H]C(=O)[C@H](O)COP(O)(O)=O,0
1637,CC[Si](C)(C)C,1
1638,OC(=O)C1=CC=CC=C1NC1=CC(=CC=C1)C(F)(F)F,0
1639,NCC1=C(CC(O)=O)C(CCC(O)=O)=CN1,0
1640,C[C@@H](CCCC(C)(C)O)C=C,0
1641,[H][C@@](C)(N)C(=O)CCCCCC(O)=O,0
1642,OC(=O)C(=O)C1=CC=CC=C1,0
1643,O[C@@H](C(O)=O)C1=CC=CC=C1,0
1644,[H][C@]1(CO)O[C@@]([H])(C2=C3N=CN=C(N)C3=NN2)[C@]([H])(O)[C@]1([H])O,0
1645,CSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N,0
1646,CC1=C(CCC(O)=O)/C2=C/C3=N/C(=C\C4=C(C)C(C=C)=C(N4)/C=C4\N=C(\C=C\1/N\2)C(C=C)=C4C)/C(C)=C3CCC(O)=O,0
1647,NC(C(O)=O)C(O)=O,0
1648,NS(=O)(=O)OC1=CC=C2C3=C(CCCCC3)C(=O)OC2=C1,0
1649,CC(C)CCO,1
1650,O[C@H](\C=C\[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C)C1CC1,0
1651,CN\C(NCCC[C@H](N)C(O)=O)=N\C,0
1652,CCCCC[C@H](O)\C=C\C1=C(C\C=C/CCCC(O)=O)C(=O)CC1,0
1653,CSC[S@](C)=O,1
1654,NC1=NC2=C(N=CN2[C@@H]2O[C@@H]3COP(O)(=O)O[C@H]3[C@H]2O)C(=O)N1,0
1655,OC[C@H]1O[C@H](OP(O)(O)=O)[C@H](O)[C@@H](O)[C@H]1O,0
1656,[H]N([C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(C)=O,0
1659,[H][C@@]1(CC[C@@]2(C)[C@@]([H])(CC[C@]3(C)[C@]2([H])C(=O)C=C2[C@]4([H])C[C@](C)(CC[C@]4(C)CC[C@@]32C)C(O)=O)C1(C)C)OC(=O)CCC(O)=O,0
1660,NC1=NCCS1,0
1661,NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](OP(O)(O)=O)[C@@H]2O)N2C=NC3=C2N=CN=C3N)[C@@H](O)[C@H]1O,0
1662,CC(=O)N[C@@H](CO)C(O)=O,0
1663,CC(C)[C@@H](NC(=O)C1=CC=C(C=C1)C(=O)N1CCOCC1)C(=O)N1CCC[C@@H]1C(=O)N[C@H](C(C)C)C(=O)C(F)(F)C(F)(F)F,0
1664,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C(OC)=C3,0
1665,CCOCCOCCOCCOCCOCC,0
1666,N[C@@H](C[SeH])C(O)=O,0
1667,[O-]P([O-])(F)=O,1
1668,NC1=CC=C(C=C1)C(O)=O,0
1669,C1=CC2=CC=C3C=CC=NC3=C2N=C1,0
1670,OCC(CO)(CO)NCCS(O)(=O)=O,0
1671,OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC(O)=C(O)C(O)=C2)=C1,0
1672,NC1=NC(=O)C2=C(N1)N=CN2,0
1673,OC[C@H]1O[C@H](C[C@@H]1O)N1C=NC2=C1N=CNC2=O,0
1674,N[C@@H](CCNC(=N)NO)C(O)=O,0
1675,COC1=C(C2=CC=CC(C(=S)N(C)CC(O)=O)=C2C=C1)C(F)(F)F,0
1676,NC1=NC2=NC=C(N=C2C(=O)N1)[C@@H](O)[C@H](O)CO,0
1677,CCNC,1
1678,CC(=O)N[C@@H]1[C@@H](O)[C@@H](O)[C@@H](CO)O[C@@H]1OC[C@H](N)C(O)=O,0
1679,COC1=CC(=O)C2=C(C(COC3=CC=C(C=C3)[N+]([O-])=O)=C(C)N2C)C1=O,0
1680,OC(=O)C1=NON=C1O,0
1681,NC1=CC=CC=C1F,1
1682,OC(=O)CCCCCCCCCCCBr,0
1683,CCCCC(O)=O,0
1684,C1CCOCC1,0
1685,[H][C@@]12CCCN1C(=O)[C@H](CC1=CN=CN1)NC2=O,0
1686,OC1=C(Br)C=C(Br)C=C1Br,0
1687,C[C@@H](O)[C@H](C)O,1
1688,CCOC(=O)C(=O)N1CCCCC1,0
1689,OP(O)(=O)OP(O)([O-])=S,1
1690,CO[C@H]1C[C@H](C)CC2=C(OC)C(=O)C=C(NC(=O)\C(C)=C\C=C/[C@H](OC)[C@@H](OC(N)=O)\C(C)=C\[C@H](C)[C@H]1O)C2=O,0
1691,CCCCCCCCCCCCCCCOC(=O)CCCCCCC,1
1692,CC(C)CC(=O)O[C@H]1[C@@H](O[C@@H]2C[C@]3(C)[C@H]4CC[C@@H]5C[C@@]4(CC[C@H]3C(C2)(C(O)=O)C(O)=O)[C@@H](O)C5=C)O[C@@H](COO)[C@H](OS(O)(=O)=O)[C@@H]1OS(O)(=O)=O,0
1693,OC(=O)C1=NC2=C(C=CC=C2)C=C1,0
1694,OC[C@H]1O[C@H](O[C@H]2O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,0
1695,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,0
1696,OC(=O)CCCC1=CC=CS1,0
1697,[NH3+]CC1CCCCC1,0
1698,N[C@@H](CCC(=O)NO)C(O)=O,0
1699,CCCCCCCCCCCCC(O)=O,0
1700,CCCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0
1701,CC1=CN([C@H]2C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O2)C(=O)NC1=O,0
1702,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]1O,0
1703,[H][C@](N)(CCC(=O)N[C@@]([H])(CSC1=C(C=C(C=C1)N(=O)=O)N(=O)=O)C(=O)NCC(O)=O)C(O)=O,0
1704,NC(=N)NC1=CC=C(C=C1)C(O)=O,0
1705,[H][C@]12N=C(\C(C)=C3/N=C(/C=C4\N=C(\C(\C)=C5/N[C@]1(C)[C@@](C)(CC(O)=O)[C@@H]5CCC(O)=O)[C@@](C)(CC(O)=O)[C@@H]4CCC(O)=O)C(C)(C)[C@@H]3CCC(O)=O)[C@](C)(CCC(O)=O)[C@H]2CC(O)=O,0
1706,NCC1=CC=CC=C1,0
1707,[H]\C(CCCCC)=C(/[H])C\C([H])=C(\[H])C\C([H])=C(\[H])C\C([H])=C(\[H])CCCC[P@](F)(=O)OC,1
1708,CC1(C)CCC(C)(C)C2=CC(=CC=C12)C(=O)\C=C\C1=CC=C(C=C1)C(O)=O,0
1709,CC1=NC=CN1CCCCC1=CC=C(CC(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)NCCC2CCCCC2)C=C1,0
1710,O=CNCC1=CC=CC=C1,0
1711,OCCSSCCO,1
1712,CN1C=NC2=C1N=C(N)NC2=O,0
1713,O[C@@H](CC1=CC=CC=C1)C(O)=O,0
1714,CC(=O)[C@@H](O)[C@H](O)COP(O)(O)=O,0
1715,NC1=NC2=C(N=C(O)N2[C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)N1,0
1716,CC(C)=CCC\C(C)=C/CC\C(C)=C/CO,0
1717,CC(C)C1=CC=C(C)C=C1O,0
1718,[O-]C(=O)C(=C/OP(=O)=O)\C1=CC=CC=C1,0
1719,OC[C@@H](O)COP(O)(O)=O,0
1720,N[C@H](CCC(O)=O)C(O)=O,0
1721,C[C@H](NC(C)=O)C(O)=O,0
1722,[H]N1C(=O)\C(C2=C1C=CC(=C2)S(O)(=O)=O)=C1/N([H])C2=CC=CC=C2C1=O,1
1723,CCN(CC)C(S)=S,1
1724,OC1=CC2=C(C(O)=C1)C(=O)C=C(O)C2=O,0
1725,NC1=C2N=CN([C@@H]3O[C@@H]4COP(O)(=O)O[C@H]4[C@H]3O)C2=NC=N1,0
1726,NCCCC(O)=O,0
1727,CC(C)C(O)=O,1
1728,OC1=CC=CC=C1CC=C,0
1729,OC[C@@H](O)C=O,0
1730,COC(=O)\C=C\C1=CC(=CC=C1)N(CC1=CC=C(C=C1)C1=CC=C(C=C1)N(C)C)C(=O)C1CCCCC1,0
1731,ONC(=O)CCCCCCC(=O)NC1=CC=CC=C1,0
1732,OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)COP(O)(O)=O,0
1733,N[C@H](CC1=CC=CC=C1)C(O)=O,0
1734,CC(C)C[C@H](NP(O)(=O)O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O)C(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(O)=O,0
1735,OC[C@]1(O)OC[C@H](O)[C@@H](O)[C@@H]1O,0
1736,[H][C@@]1(CN=C2NC(N)=NC(=O)C2=N1)[C@@H](O)[C@H](C)O,0
1737,CCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,0
1738,CN(C)C1=CC=C(C=C1)C(=O)NCCCCCCC(=O)NO,0
1739,NC1=NC(=O)C2=C(N1)C(CC1=CN=CC=C1)=CN2,0
1740,[H]C(=O)CCC[C@H](N)C(O)=O,0
1741,C[C@H](O)C[NH3+],0
1742,OC(=O)C=C,1
1743,COCCOCCOCCOCCOCCOC,0
1744,COC1=CC(CN(C)C2=CC3=C(N=C2)N=C(N)N=C3N)=C(OC)C=C1,0
1745,CC1=CC=NC2=C3N=CC=C(C)C3=CC=C12,0
1746,[H][C@]1(O)CCC(C)(C)[C@]2([H])[C@]([H])(O)[C@]([H])(OC(C)=O)[C@@]3(C)O[C@](C)(CC(=O)[C@]3(O)[C@@]12C)C=C,0
1747,CC1=CC2=C(C=C1C)N=CN2,0
1748,NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](CO)O1,0
